run_name,mode,question_id,question,retriever_model_key,top_k,answer_relevancy,answer_similarity,faithfulness,context_precision,context_recall
no_rag,no_rag,eval_0025,What are the treatments for Juvenile amyotrophic lateral sclerosis ?,,0,0.9324946297809626,0.8315099901455382,,,
no_rag,no_rag,eval_0026,What causes Congenital adrenal hyperplasia ?,,0,0.8869300814933608,0.8809734893206096,,,
no_rag,no_rag,eval_0027,What to do for Gastroparesis ?,,0,0.8601495227792949,0.7271608711187432,,,
no_rag,no_rag,eval_0028,Who is at risk for ARDS? ?,,0,0.9052055860655152,0.6516488069794123,,,
no_rag,no_rag,eval_0029,What is (are) deafness-dystonia-optic neuronopathy syndrome ?,,0,0.8946561799319946,0.7995224802595298,,,
no_rag,no_rag,eval_0030,What is (are) benign chronic pemphigus ?,,0,0.8075714619960072,0.6848144833521577,,,
no_rag,no_rag,eval_0031,What is (are) Hashimoto's syndrome ?,,0,0.7203767436593683,0.7830820116713878,,,
no_rag,no_rag,eval_0032,What are the symptoms of Charcot-Marie-Tooth disease type 2D ?,,0,0.9919909820170693,0.7138122354685362,,,
no_rag,no_rag,eval_0033,What are the symptoms of NADH cytochrome B5 reductase deficiency ?,,0,0.9913381734632188,0.7523953947441614,,,
no_rag,no_rag,eval_0034,What are the treatments for Dementia ?,,0,0.8306644098796542,0.7517822271733333,,,
no_rag,no_rag,eval_0035,"What are the symptoms of Ichthyosiform erythroderma, corneal involvement, deafness ?",,0,0.9208275464631525,0.7377685544589712,,,
no_rag,no_rag,eval_0036,What are the treatments for Frontal fibrosing alopecia ?,,0,0.9312947142062494,0.8597570583133616,,,
no_rag,no_rag,eval_0037,Do you have information about Calcium,,0,0.5496581012409573,0.7619273459621225,,,
no_rag,no_rag,eval_0038,Do you have information about Smokeless Tobacco,,0,0.6368241384913513,0.7891803798677277,,,
no_rag,no_rag,eval_0039,What is the outlook for Tropical Spastic Paraparesis ?,,0,0.0,0.6646330941382782,,,
no_rag,no_rag,eval_0040,What is (are) Parasites - Angiostrongyliasis (also known as Angiostrongylus Infection) ?,,0,0.6425266341659025,0.7308120269260623,,,
no_rag,no_rag,eval_0041,What are the treatments for cystic fibrosis ?,,0,0.944077096894517,0.6468810520652447,,,
no_rag,no_rag,eval_0042,What are the treatments for Leukoplakia ?,,0,0.9209407449778557,0.8228437849181263,,,
no_rag,no_rag,eval_0043,What causes Best vitelliform macular dystrophy ?,,0,0.9770636594248417,0.664036678733527,,,
no_rag,no_rag,eval_0044,What are the symptoms of Biotin-thiamine-responsive basal ganglia disease ?,,0,0.8225537693063703,0.6859358201681953,,,
no_rag,no_rag,eval_0045,How many people are affected by X-linked thrombocytopenia ?,,0,0.0,0.8371242980474721,,,
no_rag,no_rag,eval_0046,What is the outlook for Diabetic Neuropathy ?,,0,0.0,0.7935226800393642,,,
no_rag,no_rag,eval_0047,What are the genetic changes related to multiple sulfatase deficiency ?,,0,0.8137654767319562,0.7191665058881132,,,
no_rag,no_rag,eval_0048,What are the symptoms of Erythroderma lethal congenital ?,,0,0.9235527719735965,0.6737687563644299,,,
no_rag,no_rag,eval_0049,What is the outlook for Lesch-Nyhan Syndrome ?,,0,0.9059709986676134,0.548035727498129,,,
no_rag,no_rag,eval_0050,Is multiple system atrophy inherited ?,,0,0.0,0.7633896725869441,,,
rag_minilm_k3,rag,eval_0001,How to prevent Diabetic Kidney Disease ?,minilm,3,0.9001986437469516,0.811901469929265,0.47368421052631576,0.99999999995,1.0
rag_minilm_k3,rag,eval_0002,What are the complications of Machado-Joseph Disease ?,minilm,3,0.9454687447035544,0.2511268126890177,0.8,0.0,0.0
rag_minilm_k3,rag,eval_0003,What is (are) Rheumatoid Arthritis ?,minilm,3,0.6703407749461732,0.8714538732779257,0.7058823529411765,0.99999999995,0.6666666666666666
rag_minilm_k3,rag,eval_0004,Is Familial isolated hyperparathyroidism inherited ?,minilm,3,0.905505967330301,0.9478015517576902,0.6,0.99999999995,1.0
rag_minilm_k3,rag,eval_0005,What are the genetic changes related to giant congenital melanocytic nevus ?,minilm,3,0.9699921293518283,0.9360497093164057,0.5714285714285714,0.99999999995,0.8888888888888888
rag_minilm_k3,rag,eval_0006,Is diastrophic dysplasia inherited ?,minilm,3,0.9104250535795001,0.7315698197241376,0.6666666666666666,0.99999999995,1.0
rag_minilm_k3,rag,eval_0007,Is glucose phosphate isomerase deficiency inherited ?,minilm,3,0.9368758509286477,0.6219096809478692,0.6666666666666666,0.99999999995,1.0
rag_minilm_k3,rag,eval_0008,What causes Chromosome 4q deletion ?,minilm,3,0.8716230137801345,0.9515141447197744,0.5652173913043478,0.99999999995,0.8333333333333334
rag_minilm_k3,rag,eval_0009,What is (are) X-linked lymphoproliferative disease ?,minilm,3,0.7443087114475727,0.8833254858567625,0.6,0.99999999995,1.0
rag_minilm_k3,rag,eval_0010,How to prevent Lung Cancer ?,minilm,3,0.0,0.791763830793742,0.7777777777777778,0.99999999995,0.4117647058823529
rag_minilm_k3,rag,eval_0011,What is (are) Medicare and Continuing Care ?,minilm,3,0.5880927188072836,0.6321090387897272,0.1935483870967742,0.49999999995,0.5
rag_minilm_k3,rag,eval_0012,What is (are) COG5-congenital disorder of glycosylation ?,minilm,3,0.8799923209028532,0.9319889404979604,0.65625,0.99999999995,0.5
rag_minilm_k3,rag,eval_0013,What are the symptoms of Congenital myasthenic syndrome with episodic apnea ?,minilm,3,0.9936689655230675,0.8350254488708644,0.13333333333333333,0.99999999995,0.7692307692307693
rag_minilm_k3,rag,eval_0014,What are the treatments for Immunodeficiency with hyper IgM type 1 ?,minilm,3,0.9950334298245876,0.8274897572088051,0.75,0.99999999995,0.8333333333333334
rag_minilm_k3,rag,eval_0015,How many people are affected by mucopolysaccharidosis type VI ?,minilm,3,0.0,0.828179942925451,0.5,0.9999999999,1.0
rag_minilm_k3,rag,eval_0016,What to do for Perineal Injury in Males ?,minilm,3,0.8747034816166717,0.8598797675285288,0.5,0.99999999995,0.7
rag_minilm_k3,rag,eval_0017,What are the genetic changes related to sialuria ?,minilm,3,0.775797006603158,0.8448031197611453,0.14285714285714285,0.9999999999,0.4444444444444444
rag_minilm_k3,rag,eval_0018,what research (or clinical trials) is being done for Oropharyngeal Cancer ?,minilm,3,0.7323849119042029,0.751037791358748,0.75,0.99999999995,0.4117647058823529
rag_minilm_k3,rag,eval_0019,What is (are) Pallister-Killian mosaic syndrome ?,minilm,3,0.8924663134336001,0.9641243637447663,0.7037037037037037,0.99999999995,1.0
rag_minilm_k3,rag,eval_0020,What are the treatments for Mucopolysaccharidosis type I ?,minilm,3,0.962722403131123,0.75371825145438,0.0,0.0,0.0
rag_minilm_k3,rag,eval_0021,what research (or clinical trials) is being done for Prostate Cancer ?,minilm,3,0.8352060676613395,0.8722147278396617,0.3076923076923077,0.99999999995,0.8125
rag_minilm_k3,rag,eval_0022,What are the symptoms of Heart Palpitations ?,minilm,3,0.925655382448214,0.917587070062256,0.8846153846153846,0.99999999995,0.42857142857142855
rag_minilm_k3,rag,eval_0023,What are the treatments for Aicardi syndrome ?,minilm,3,0.0,0.7241336585635227,0.9,0.9999999999,1.0
rag_minilm_k3,rag,eval_0024,Do you have information about Fires,minilm,3,0.5001024139137425,0.8565901141764675,0.68,0.9999999999,0.9411764705882353
rag_minilm_k3,rag,eval_0025,What are the treatments for Juvenile amyotrophic lateral sclerosis ?,minilm,3,0.0,0.9590791393327583,0.5454545454545454,0.99999999995,0.7142857142857143
rag_minilm_k3,rag,eval_0026,What causes Congenital adrenal hyperplasia ?,minilm,3,0.8869255327021012,0.9130916477811606,0.6923076923076923,0.99999999995,0.8461538461538461
rag_minilm_k3,rag,eval_0027,What to do for Gastroparesis ?,minilm,3,0.8283708072615845,0.7831337328935889,0.7307692307692307,0.99999999995,1.0
rag_minilm_k3,rag,eval_0028,Who is at risk for ARDS? ?,minilm,3,0.8038448441876408,0.8981287972331989,0.5,0.99999999995,0.6153846153846154
rag_minilm_k3,rag,eval_0029,What is (are) deafness-dystonia-optic neuronopathy syndrome ?,minilm,3,0.7912013706956428,0.9367663520423783,0.6875,0.99999999995,0.9230769230769231
rag_minilm_k3,rag,eval_0030,What is (are) benign chronic pemphigus ?,minilm,3,0.8478459918174054,0.9813037703300971,0.6666666666666666,0.9999999999,0.4444444444444444
rag_minilm_k3,rag,eval_0031,What is (are) Hashimoto's syndrome ?,minilm,3,0.793526406239789,0.8603413089346331,0.3333333333333333,0.9999999999,0.125
rag_minilm_k3,rag,eval_0032,What are the symptoms of Charcot-Marie-Tooth disease type 2D ?,minilm,3,0.0,0.7945759922336135,0.09523809523809523,0.49999999995,0.38461538461538464
rag_minilm_k3,rag,eval_0033,What are the symptoms of NADH cytochrome B5 reductase deficiency ?,minilm,3,0.0,0.8423223402483822,0.0,0.9999999999,0.5555555555555556
rag_minilm_k3,rag,eval_0034,What are the treatments for Dementia ?,minilm,3,0.9285125416943393,0.7618839786894687,0.6666666666666666,0.9999999999,0.6666666666666666
rag_minilm_k3,rag,eval_0035,"What are the symptoms of Ichthyosiform erythroderma, corneal involvement, deafness ?",minilm,3,0.748899895144136,0.7778895570751985,0.0,0.99999999995,0.3076923076923077
rag_minilm_k3,rag,eval_0036,What are the treatments for Frontal fibrosing alopecia ?,minilm,3,0.8671169726744167,0.9213251803735406,0.6666666666666666,0.99999999995,1.0
rag_minilm_k3,rag,eval_0037,Do you have information about Calcium,minilm,3,0.5201157863434439,0.8675880238192248,0.5,0.99999999995,0.5384615384615384
rag_minilm_k3,rag,eval_0038,Do you have information about Smokeless Tobacco,minilm,3,0.6368337423105465,0.8911017938008878,0.7894736842105263,0.9999999999,0.6666666666666666
rag_minilm_k3,rag,eval_0039,What is the outlook for Tropical Spastic Paraparesis ?,minilm,3,0.0,0.8257480813092226,0.7777777777777778,0.9999999999,1.0
rag_minilm_k3,rag,eval_0040,What is (are) Parasites - Angiostrongyliasis (also known as Angiostrongylus Infection) ?,minilm,3,0.6684536581379343,0.8804591333140857,0.6923076923076923,0.99999999995,1.0
rag_minilm_k3,rag,eval_0041,What are the treatments for cystic fibrosis ?,minilm,3,0.9293843538984469,0.663970927706728,0.5238095238095238,0.49999999995,1.0
rag_minilm_k3,rag,eval_0042,What are the treatments for Leukoplakia ?,minilm,3,0.9916211249211596,0.8713811042255017,0.5833333333333334,0.99999999995,0.75
rag_minilm_k3,rag,eval_0043,What causes Best vitelliform macular dystrophy ?,minilm,3,0.0,0.8749712135805392,0.3333333333333333,0.0,0.0
rag_minilm_k3,rag,eval_0044,What are the symptoms of Biotin-thiamine-responsive basal ganglia disease ?,minilm,3,0.9934591372385341,0.773639620480371,0.043478260869565216,0.49999999995,0.7692307692307693
rag_minilm_k3,rag,eval_0045,How many people are affected by X-linked thrombocytopenia ?,minilm,3,0.8139705186640446,0.9617939382174407,0.5,0.9999999999,1.0
rag_minilm_k3,rag,eval_0046,What is the outlook for Diabetic Neuropathy ?,minilm,3,0.0,0.8817224862716864,0.75,0.99999999995,1.0
rag_minilm_k3,rag,eval_0047,What are the genetic changes related to multiple sulfatase deficiency ?,minilm,3,0.8276837124199008,0.9525822102465962,0.25,0.9999999999,0.5
rag_minilm_k3,rag,eval_0048,What are the symptoms of Erythroderma lethal congenital ?,minilm,3,0.9949392309361094,0.8216646848565565,0.4444444444444444,0.9999999999,0.6923076923076923
rag_minilm_k3,rag,eval_0049,What is the outlook for Lesch-Nyhan Syndrome ?,minilm,3,0.938494951700854,0.741831915765883,0.6666666666666666,0.9999999999,1.0
rag_minilm_k3,rag,eval_0050,Is multiple system atrophy inherited ?,minilm,3,0.0,0.8158975569720324,0.6666666666666666,0.99999999995,1.0
rag_minilm_k5,rag,eval_0001,How to prevent Diabetic Kidney Disease ?,minilm,5,0.8685653113793048,0.8141027966222627,0.6,0.99999999995,1.0
rag_minilm_k5,rag,eval_0002,What are the complications of Machado-Joseph Disease ?,minilm,5,0.0,0.1669830113192294,0.6666666666666666,0.0,0.0
rag_minilm_k5,rag,eval_0003,What is (are) Rheumatoid Arthritis ?,minilm,5,0.6168700453987239,0.8769803405209061,0.625,0.99999999995,0.6666666666666666
rag_minilm_k5,rag,eval_0004,Is Familial isolated hyperparathyroidism inherited ?,minilm,5,0.905505967330301,0.8283200358320053,0.5,0.99999999995,1.0
rag_minilm_k5,rag,eval_0005,What are the genetic changes related to giant congenital melanocytic nevus ?,minilm,5,0.9662594238744646,0.8982798199658382,0.5555555555555556,0.99999999995,0.8888888888888888
rag_minilm_k5,rag,eval_0006,Is diastrophic dysplasia inherited ?,minilm,5,0.9104245380547713,0.7333705628533245,0.6666666666666666,0.99999999995,1.0
rag_minilm_k5,rag,eval_0007,Is glucose phosphate isomerase deficiency inherited ?,minilm,5,0.9369003203806724,0.6219684745276213,0.6666666666666666,0.99999999995,1.0
rag_minilm_k5,rag,eval_0008,What causes Chromosome 4q deletion ?,minilm,5,0.9037202559129113,0.944943877602312,0.5714285714285714,0.99999999995,0.6666666666666666
rag_minilm_k5,rag,eval_0009,What is (are) X-linked lymphoproliferative disease ?,minilm,5,0.7230410265207663,0.900536900324209,0.4375,0.99999999995,0.2222222222222222
rag_minilm_k5,rag,eval_0010,How to prevent Lung Cancer ?,minilm,5,0.7975913428691098,0.811881942234272,0.7333333333333333,0.99999999995,0.5333333333333333
rag_minilm_k5,rag,eval_0011,What is (are) Medicare and Continuing Care ?,minilm,5,0.8737476271925082,0.6514208804876563,0.3076923076923077,0.49999999995,0.5
rag_minilm_k5,rag,eval_0012,What is (are) COG5-congenital disorder of glycosylation ?,minilm,5,0.8688429456764547,0.9452316089982498,0.2608695652173913,0.99999999995,0.5
rag_minilm_k5,rag,eval_0013,What are the symptoms of Congenital myasthenic syndrome with episodic apnea ?,minilm,5,0.9936664363305724,0.8335323813510491,0.0,0.99999999995,0.9230769230769231
rag_minilm_k5,rag,eval_0014,What are the treatments for Immunodeficiency with hyper IgM type 1 ?,minilm,5,0.9950308918474207,0.8336568901630352,0.75,0.99999999995,0.8333333333333334
rag_minilm_k5,rag,eval_0015,How many people are affected by mucopolysaccharidosis type VI ?,minilm,5,0.0,0.8282691077115811,0.5,0.9999999999,1.0
rag_minilm_k5,rag,eval_0016,What to do for Perineal Injury in Males ?,minilm,5,0.0,0.8624354133022274,0.4444444444444444,0.99999999995,0.7
rag_minilm_k5,rag,eval_0017,What are the genetic changes related to sialuria ?,minilm,5,0.7757344942721841,0.8948167254678037,0.3333333333333333,0.9999999999,0.4444444444444444
rag_minilm_k5,rag,eval_0018,what research (or clinical trials) is being done for Oropharyngeal Cancer ?,minilm,5,0.7432523309024279,0.7180967830890777,0.5555555555555556,0.99999999995,0.4117647058823529
rag_minilm_k5,rag,eval_0019,What is (are) Pallister-Killian mosaic syndrome ?,minilm,5,0.8906211334465307,0.9224509026891535,0.6521739130434783,0.99999999995,0.6
rag_minilm_k5,rag,eval_0020,What are the treatments for Mucopolysaccharidosis type I ?,minilm,5,0.9152245080825979,0.9208038365472899,0.0,0.0,0.0
rag_minilm_k5,rag,eval_0021,what research (or clinical trials) is being done for Prostate Cancer ?,minilm,5,0.7500495304564426,0.8723792447575457,0.3,0.99999999995,0.9230769230769231
rag_minilm_k5,rag,eval_0022,What are the symptoms of Heart Palpitations ?,minilm,5,0.9256560481608839,0.9362850761705003,0.782608695652174,0.99999999995,0.42857142857142855
rag_minilm_k5,rag,eval_0023,What are the treatments for Aicardi syndrome ?,minilm,5,0.0,0.7414539381925409,0.6666666666666666,0.9999999999,1.0
rag_minilm_k5,rag,eval_0024,Do you have information about Fires,minilm,5,0.5062822898938724,0.746280199787396,0.631578947368421,0.9999999999,0.9411764705882353
rag_minilm_k5,rag,eval_0025,What are the treatments for Juvenile amyotrophic lateral sclerosis ?,minilm,5,0.9311549100905944,0.9546693823884862,0.5454545454545454,0.99999999995,0.7142857142857143
rag_minilm_k5,rag,eval_0026,What causes Congenital adrenal hyperplasia ?,minilm,5,0.8869300814933608,0.8889229815244886,0.75,0.99999999995,0.7692307692307693
rag_minilm_k5,rag,eval_0027,What to do for Gastroparesis ?,minilm,5,0.8177081712372841,0.7600847397510314,0.6086956521739131,0.99999999995,1.0
rag_minilm_k5,rag,eval_0028,Who is at risk for ARDS? ?,minilm,5,0.0,0.8727739985174403,0.5,0.99999999995,0.6153846153846154
rag_minilm_k5,rag,eval_0029,What is (are) deafness-dystonia-optic neuronopathy syndrome ?,minilm,5,0.8175221384333615,0.9149340575521139,0.3333333333333333,0.99999999995,0.9230769230769231
rag_minilm_k5,rag,eval_0030,What is (are) benign chronic pemphigus ?,minilm,5,0.8276940431442343,0.969769188287734,0.42105263157894735,0.9999999999,0.4444444444444444
rag_minilm_k5,rag,eval_0031,What is (are) Hashimoto's syndrome ?,minilm,5,0.7730399266555672,0.7991204193419474,0.6,0.9999999999,0.125
rag_minilm_k5,rag,eval_0032,What are the symptoms of Charcot-Marie-Tooth disease type 2D ?,minilm,5,0.0,0.7986239737003687,0.38461538461538464,0.49999999995,0.8461538461538461
rag_minilm_k5,rag,eval_0033,What are the symptoms of NADH cytochrome B5 reductase deficiency ?,minilm,5,0.9913381734632188,0.8502980234572418,0.0,0.99999999995,0.45454545454545453
rag_minilm_k5,rag,eval_0034,What are the treatments for Dementia ?,minilm,5,0.9374883465717524,0.807044073107503,0.6,0.9999999999,0.6666666666666666
rag_minilm_k5,rag,eval_0035,"What are the symptoms of Ichthyosiform erythroderma, corneal involvement, deafness ?",minilm,5,0.748899895144136,0.7840693666719148,0.5,0.99999999995,0.9230769230769231
rag_minilm_k5,rag,eval_0036,What are the treatments for Frontal fibrosing alopecia ?,minilm,5,0.0,0.9488844001746366,0.4444444444444444,0.99999999995,1.0
rag_minilm_k5,rag,eval_0037,Do you have information about Calcium,minilm,5,0.5337164690558006,0.85767159429516,0.5714285714285714,0.99999999995,0.5384615384615384
rag_minilm_k5,rag,eval_0038,Do you have information about Smokeless Tobacco,minilm,5,0.6367264459997025,0.9047328025941396,0.75,0.9999999999,0.6666666666666666
rag_minilm_k5,rag,eval_0039,What is the outlook for Tropical Spastic Paraparesis ?,minilm,5,0.0,0.8263973057080087,0.7777777777777778,0.9999999999,1.0
rag_minilm_k5,rag,eval_0040,What is (are) Parasites - Angiostrongyliasis (also known as Angiostrongylus Infection) ?,minilm,5,0.6543560818902152,0.853526404800814,0.38461538461538464,0.99999999995,1.0
rag_minilm_k5,rag,eval_0041,What are the treatments for cystic fibrosis ?,minilm,5,0.9481326371087263,0.6315216907041497,0.5333333333333333,0.49999999995,1.0
rag_minilm_k5,rag,eval_0042,What are the treatments for Leukoplakia ?,minilm,5,0.0,0.8771739461967365,0.4666666666666667,0.99999999995,0.75
rag_minilm_k5,rag,eval_0043,What causes Best vitelliform macular dystrophy ?,minilm,5,0.0,0.9029973427153972,0.0,0.0,0.3333333333333333
rag_minilm_k5,rag,eval_0044,What are the symptoms of Biotin-thiamine-responsive basal ganglia disease ?,minilm,5,0.9855387648489408,0.8042836888357725,0.13043478260869565,0.49999999995,0.46153846153846156
rag_minilm_k5,rag,eval_0045,How many people are affected by X-linked thrombocytopenia ?,minilm,5,0.0,0.9591202608281488,0.5,0.9999999999,1.0
rag_minilm_k5,rag,eval_0046,What is the outlook for Diabetic Neuropathy ?,minilm,5,0.0,0.8928098544348257,0.75,0.99999999995,1.0
rag_minilm_k5,rag,eval_0047,What are the genetic changes related to multiple sulfatase deficiency ?,minilm,5,0.8276771253239938,0.9447694453719363,0.375,0.9999999999,0.5
rag_minilm_k5,rag,eval_0048,What are the symptoms of Erythroderma lethal congenital ?,minilm,5,0.9949303727558695,0.8214666039055536,0.4444444444444444,0.9999999999,0.6923076923076923
rag_minilm_k5,rag,eval_0049,What is the outlook for Lesch-Nyhan Syndrome ?,minilm,5,0.938494951700854,0.8049052661264826,0.6,0.9999999999,1.0
rag_minilm_k5,rag,eval_0050,Is multiple system atrophy inherited ?,minilm,5,0.0,0.8776719365513682,0.6666666666666666,0.99999999995,1.0
rag_minilm_k10,rag,eval_0001,How to prevent Diabetic Kidney Disease ?,minilm,10,0.8690761299736849,0.8325451858428098,0.4444444444444444,0.99999999995,0.8888888888888888
rag_minilm_k10,rag,eval_0002,What are the complications of Machado-Joseph Disease ?,minilm,10,0.0,0.16520421839355764,0.5,0.0,0.0
rag_minilm_k10,rag,eval_0003,What is (are) Rheumatoid Arthritis ?,minilm,10,0.6168379823990915,0.8844877422072148,0.5789473684210527,0.99999999995,0.6666666666666666
rag_minilm_k10,rag,eval_0004,Is Familial isolated hyperparathyroidism inherited ?,minilm,10,0.905505967330301,0.851455621302261,0.6,0.99999999995,1.0
rag_minilm_k10,rag,eval_0005,What are the genetic changes related to giant congenital melanocytic nevus ?,minilm,10,0.8057938175695191,0.8754891226581153,0.16666666666666666,0.99999999995,0.8888888888888888
rag_minilm_k10,rag,eval_0006,Is diastrophic dysplasia inherited ?,minilm,10,0.9104250535795001,0.7333705628533245,0.6666666666666666,0.99999999995,1.0
rag_minilm_k10,rag,eval_0007,Is glucose phosphate isomerase deficiency inherited ?,minilm,10,0.9368865977076227,0.6203384587085454,0.6666666666666666,0.99999999995,1.0
rag_minilm_k10,rag,eval_0008,What causes Chromosome 4q deletion ?,minilm,10,0.8592800560331104,0.9600013086114703,0.6428571428571429,0.99999999995,0.6666666666666666
rag_minilm_k10,rag,eval_0009,What is (are) X-linked lymphoproliferative disease ?,minilm,10,0.746688876612773,0.8881263668389343,0.4,0.99999999995,1.0
rag_minilm_k10,rag,eval_0010,How to prevent Lung Cancer ?,minilm,10,0.7975913428691098,0.8107330025499558,0.6666666666666666,0.99999999995,0.8888888888888888
rag_minilm_k10,rag,eval_0011,What is (are) Medicare and Continuing Care ?,minilm,10,0.6131740564218541,0.719116574541651,0.34782608695652173,0.49999999995,0.0
rag_minilm_k10,rag,eval_0012,What is (are) COG5-congenital disorder of glycosylation ?,minilm,10,0.8591928528207858,0.9755201743905881,0.30434782608695654,0.99999999995,0.5
rag_minilm_k10,rag,eval_0013,What are the symptoms of Congenital myasthenic syndrome with episodic apnea ?,minilm,10,0.9936726296185766,0.8378180100356141,0.17647058823529413,0.99999999995,0.8461538461538461
rag_minilm_k10,rag,eval_0014,What are the treatments for Immunodeficiency with hyper IgM type 1 ?,minilm,10,0.9615293245106401,0.8465580355393569,0.75,0.99999999995,0.8333333333333334
rag_minilm_k10,rag,eval_0015,How many people are affected by mucopolysaccharidosis type VI ?,minilm,10,0.0,0.8189667882423004,0.75,0.9999999999,1.0
rag_minilm_k10,rag,eval_0016,What to do for Perineal Injury in Males ?,minilm,10,0.8747034816166717,0.8797224336785057,0.3125,0.99999999995,0.6
rag_minilm_k10,rag,eval_0017,What are the genetic changes related to sialuria ?,minilm,10,0.7757577406638982,0.8964217847899287,0.375,0.99999999995,0.4444444444444444
rag_minilm_k10,rag,eval_0018,what research (or clinical trials) is being done for Oropharyngeal Cancer ?,minilm,10,0.0,0.7663216228215448,0.75,0.99999999995,0.9375
rag_minilm_k10,rag,eval_0019,What is (are) Pallister-Killian mosaic syndrome ?,minilm,10,0.8906355098560473,0.9545299092834756,0.9166666666666666,0.99999999995,0.2
rag_minilm_k10,rag,eval_0020,What are the treatments for Mucopolysaccharidosis type I ?,minilm,10,0.9338988474508308,0.9062228149283975,0.1,0.0,0.0
rag_minilm_k10,rag,eval_0021,what research (or clinical trials) is being done for Prostate Cancer ?,minilm,10,0.8253052012700576,0.8725117557640663,0.4444444444444444,0.99999999995,0.9230769230769231
rag_minilm_k10,rag,eval_0022,What are the symptoms of Heart Palpitations ?,minilm,10,0.9256560481608839,0.9237767684702205,0.7,0.99999999995,0.42857142857142855
rag_minilm_k10,rag,eval_0023,What are the treatments for Aicardi syndrome ?,minilm,10,0.0,0.7390444571447542,0.6666666666666666,0.9999999999,1.0
rag_minilm_k10,rag,eval_0024,Do you have information about Fires,minilm,10,0.5053701417149664,0.8220634764741321,0.6521739130434783,0.9999999999,0.9411764705882353
rag_minilm_k10,rag,eval_0025,What are the treatments for Juvenile amyotrophic lateral sclerosis ?,minilm,10,0.9338208620298833,0.9213909932593877,0.2631578947368421,0.99999999995,1.0
rag_minilm_k10,rag,eval_0026,What causes Congenital adrenal hyperplasia ?,minilm,10,0.8869209975270126,0.9155739304705134,0.5384615384615384,0.99999999995,0.9166666666666666
rag_minilm_k10,rag,eval_0027,What to do for Gastroparesis ?,minilm,10,0.0,0.784498693575457,0.45454545454545453,0.99999999995,1.0
rag_minilm_k10,rag,eval_0028,Who is at risk for ARDS? ?,minilm,10,0.8112612431124429,0.8515746030556548,0.8461538461538461,0.99999999995,0.6153846153846154
rag_minilm_k10,rag,eval_0029,What is (are) deafness-dystonia-optic neuronopathy syndrome ?,minilm,10,0.8090312328091191,0.8876935911756458,0.3333333333333333,0.99999999995,0.46153846153846156
